"jobNum","LOCATION","projectNum","stateNUM","cardNUM","Active"
"0732","I-75 Genesee County","IMG 25032","80450A","5118",0
"0733","13 Mile and Ryan Rd","STH 50609","78261A",,0
"0734","M-24 from Pratt Rd to I-69","NH 44011","55908A",,0
"0735","Ambassador Bridge - Cantilever Removal",,,,0
"0736","M-10 at M-5 and Temple Ave","EDA 82111","100003A",,0
"0737","Lapeer and Belsay Rd","STH 25609","78224A",,0
"0738","St Michael Cemetery",,,,0
"0739","US-127 & Holt Rd","CM 33035","100261A",,0
"0740","Lapeer National City Bank",,,,0
"0741","Okemos Rd, Ingham County","STE 33010","73846A",,0
"0742","Relocate Lead-In sign for Lamar",,,,0
"0743","Industrial Row Dr & Meijer Dr in Troy",,,,0
"0744","Walton Blvd from Lapeer Rd to Squirrel Rd","HPSL 63459","59926A",,0
"0745","US-2 Iron and Dickinson Counties","NHG 84911","78798A",,0
"0746","Various Locations Southwest Michigan","STG 84915","85872A",,0
"0747","Bristol Rd from I-69 to Torrey Rd","HPSL 25402","87265A","5153",0
"0748","I-94 at Verona Rd Bridge","BHI 13082","85631A",,0
"0749","I-94 Rest Area Sandstone Twp","IM 38101","74151A",,0
"0750","S Commerce Rd Bikepath","STE 63459","48935A",,0
"0843","East St from Maple St to Elm Rd","STUL 63477","89587A",,0
"0751","M-14 from Washtenaw County to Sheldon Rd","BIO6 82102","45711A",,0
"0752","Northland St and Irene Ave.","PO# 06134-046",,,0
"0753","Board of Water Commissioners","PO# 07154-005",,,0
"0754","Miller Rd from Linden Rd to Ballenger Hwy","STU 25402","100987A",,0
"0755","11 Mile and M-53 PO# 14764","50061","46103A",,0
"0756","Oxbow Lake Rd","63459","85280A",,0
"0757","M-63 & Higman Park Rd","BHT 11053","86740A",,0
"0803","US-127 Gratiot County through Clare County","NHG 84914","80454A","5188",0
"0804","I-94 at Dearing Rd","IM 38101","78896A","5294",0
"0805","I-196 from 36th St to M-11","IM 41029","46274A","5187",0
"0806","I-75 Monroe County - Auger and sheeting","IMG 58151","80654A",,0
"0807","I-75 Ramps at Exit 279 - Bagley Twp","IM 69013","75004A","5295",0
"0808","9 Mile Rd from Greenfield to Parklawn St","STU 63459","101127A",,0
"0809","M-29 from I-94 to Baker Rd","STT 50072","45727A",,0
"0810","US-31 from Shaw Rd to Grahm Rd","EBSL 24011","75455A",,0
"0811","Dequindre Cut Greenway Project",,,,0
"0812","Union Lake Road from Richardson Rd to Cooley Lake Rd","STU 63459","101075A",,0
"0813","M-24 from Hi-Hill Rd to Moon Rd","STH 63112","84565A",,0
"0814","Selfridge ANG",,"VGLZ 002048",,0
"0815","US-31","NHG 84913","84905A","5229",0
"0816","Auger for HSC I-375/I-75",,,,0
"0817","US-10 from Sanford Lake to Bay County Line","NH 56044","60433A","5296",0
"0818","Old US-27 from I-69 to Guinea Rd","ST 23812","75222A",,0
"0819","I-96 and Wixom Rd","IM 63022","05892A",,0
"0820","I-475","IM 25132","87256A",,0
"0821","I-94 over Galien River","BRI 11015","55904A","5297",0
"0822","Beck Rd and Ten Mile","CM 63022","101462A",,0
"0823","River Dr from Shore Dr to Southfield Rd","DOG 82163","86182A",,0
"0824","Howe Rd from Van Born Rd to Michigan Ave","STU 82457","101256A",,0
"0825","I-94 from Allington Rd to Gratiot Ave","IM 77111","76906A","5287",0
"0826","14 Mile Rd from Drake Rd to Farmington Rd","STU 63459","102179A",,0
"0827","Central Rd over Batholomew Lake","BRT 12013","86383A",,0
"0828","N Clinton St from Michigan Ave to Austin Ave","STUL 13427","89543A",,0
"0829","14 Mile Rd from Farmington Rd to Orchard Lake Rd","CMG 63082","101445A",,0
"0830","I-94 from I-196 to Friday Rd","IM 11017","60466A",,0
"0831","Jefferson Ave from Altman Rd to M-29","STU 50458","102245A",,0
"0832","I-75 over Millbocker/McCoy Rd","HPSL 69013","102144A","5298",0
"0833","Ann Arbor Tr from Farmington Rd to Merriman Rd","HPSL 82457","102329A",,0
"0834","PGA Championship",,,,0
"0835","I-75 from Sibley Rd to Clark St - Augering","IMG 82191","84709A",,0
"0836","Napier Ave at Langley Ave","STH 11069","100313A",,0
"0837","Martin Rd from Rockwood Ave to Jefferson Ave","STU 50458","102311A",,0
"0838","I-75 from Hotchkiss to US-10","IM 09034","84072A",,0
"0839","3 Mile Rd at Fruitridge Ave","CM 41400","102389A",,0
"0840","Fenton/Shiawassee & Rounds","07C0201",,,0
"0841","Vanguard Dr","PO# 07-1040",,,0
"0842","1st St from Greenwood Ave to Morell St","STUL 38409","83309A",,0
"0730","Gateway","IM 82194","37795A",,0
"0844","I-75 from Topinabee to Riggsville Rd","IM 16091","90279A","5306",0
"0845","US-31 at M-20 GEAB PO# 103009","NH 64014","75075A",,0
"0846","Kensington Trail","STE 63041","87706A",,0
"0847","Bikepath along I-275 from Rouge River to US-12","STE 82292","34959A",,0
"0848","I-75 Oakland County","IMG 63174","80569A","5328",0
"0849","M-53 from 18 Mile to 24 Mile","NH 50011","80921A","5329",0
"0850","Grosse Ile Municipal Airport","82540","103136A",,0
"0851","Sterns Rd over I-75","BRI 58151","78967A","5516",0
"0852","M-14 & Gotfredson Rd","81103","74709A",,0
"0853","US-24 From Eureka Rd to Wal-Mart Driveway","CMG 52400","88014A DB",,0
"0854","US-12 from Venoy to M-10","CMG 82061","88073A",,0
"0855","I-69 from Lapeer Co Line to Miller Rd","IM 77024","74766A  DB","5459",0
"0856","M-36 from Pettys Rd to Chilson Rd","CM 47041","87930A",,0
"0857","M-57 at Elms Rd","PO 07-23",,,0
"0608",,,,,0
"0858","I-94 East of Lovers Lane","IM 39022","101451A",,0
"0859","Mound Rd at General Dynamics","PO# 08-11-15",,,0
"0860","US-127 from Ayers Rd to Floyd Ave","STH 38111","79899A",,0
"0861","Tyler Rd between Bellville Rd and Beck Rd",,,,0
"0862","M-24 at Drahner Road","STH 63112","80351A",,0
"0863","Henry Ford Hospital","0040001001",,,0
"0864","I-96 Carpool Lots at Beck and 12 Mile","IM 63022","102889A",,0
"0865","M-35 Delta & Menominee Counties","STG 55031","85130A",,0
"0866","26 Mile and I-94",,,,0
"0867","Battle Creek Casino",,,,0
"0868","Commerce Park, Grosse Ile",,,,0
"0869","M-43 and Meridian Rd","CM 33082","100525A",,0
"0870","11 Mile Street Name Poles",,,,0
"0971","Polly Ann Trail","STE 63112","88912A",,0
"0972","M-53 from 24 Mile to 27 1/2 Mile","NH 50013","76905A","5398",0
"0973","I-69 from M-15 to M-24","BI08 44043","79776A","5462",0
"0974","I-696 from M-97 to I-94","IM 50062","72400A","5412",0
"0976","Ambassador Bridge",,,,0
"0975","Nixon Rd and Huron Pkwy","CMG 81046","103485A",,0
"0977","Lowes Rochester Hills",,,,0
"0978","US-131, US-31, M-75","STG 84912","102324A",,0
"0995","Harper Ave","STU 82457","104193A",,0
"0996","M-99 from Calhoun County line to Adams Road","30012","74742A",,0
"0997","US-12 over M-39","82062","83403A",,0
"0998","I-675","73101","102691A","5437",0
"0999","US-31 from State Line to US-12","BI06 11056","50757A","5492",0
"0903","I-696, Halsted Rd. to Scotia Rd.","IM 63101","89759A","5519",0
"0484",,,,,0
"0904","East Grand Weight Limit Signs",,,,0
"0905","Grand River Streetscape","DB",,,0
"0906","I-94 Under Elm Rd","MER 38101","105448A","5503",0
"0907","Arsenal Rd","STU 82457","103466A",,0
"0908","M-28, M-183, I-75, US-2, and US-41","STG 84911","101748A",,0
"0909","Martin Parkway Roundabouts",,,,0
"0910","I-94 Oakland Dr to Lovers Lane","AR1 39022","105128A","5458",1
"0911","Livernois Crosswalks",,,,0
"0912","Crane rental - Baldwin Rd",,,,0
"0913","M-37/M-46","AR1 61131","77964A",,0
"0914","Hartland Towne Square","DB",,,0
"0915","Broadway St-Marine City","STE 77475","102107A",,0
"0916","Platt Rd from Ellsworth Rd to Textile Rd","STE 81076","83654A",,0
"0917","Inkster Rd from Corona Dr to Ford Rd","STU 82457","106087A",,0
"0979","I-94 from Helmer Rd to 6 1/2 Mile","IM 13081","75047A","5523",0
"0980","MTA Bus Stop Signs","2009-03","DB",,0
"0981","White Lake Rd","STU 63459","104666A",,0
"0982","I-94 from West Ave to Sargent Rd","IM 38101","88258A","5463",0
"0983","21st Street Port Huron","D05-0070",,,0
"0984","Farmington Rd and Glenmuer","PO# 496478",,,0
"0985","I-496 and Dunkle Rd","CM 33045","87150A","5425",0
"0986","M-53 and 23 Mile Rd","CM 50013","101101A",,0
"0987","North Hewitt Rd from Packard Rd to Clark Rd","STU 81075","104551A",,0
"0988","HSC - Auger holes on I-496","PO# 7832",,,0
"0989","HSC - Auger Holes on  M-99","PO# 7833",,,0
"0990","HSC - Auger Holes on I-75","PO# 7835",,,0
"0991","M-36 at Merrill Rd","47041","100482A",,0
"0992","Ridge Road over Rouge River","MCS 82025","86343A",,0
"0993","I-96 Carpool Lot at Fenton St","82122","87503A",,0
"0994","US-31 Ottawa County","NHG 70013","88078A","5441",0
"0918","Plymouth Rd and Gotfredson","STH 81069","105067A",,0
"0919","Lyon Center Dr Roundabout",,,,0
"0920","Various Streets, Port Huron","MX 77011","103238A",,0
"0921","Square Lake Rd","AR1 63052","72404A","5520",0
"0922","I-94 from Freer Rd to Parker Rd","AR1 81104","105792A","5521",0
"0946","I-275 Ramp to 6 Mile Rd","CM 82125","100808A",,0
"0923","Dickenson, Marquette, and Ontonangon Counties","STG 84911","102108A",,0
"0924","I-196 Allegan and Ottawa Counties","70024","90148A","5497",0
"0925","US-31 at Oceana Dr","PO# 013396",,,0
"0926","Bellevue School sign",,,,0
"0927","Vreeland Rd at Telegraph",,,,0
"0928","Clinton River Trail","STE 63041","89100A",,0
"0929","M-44---Canceled","STE 34081","87276A",,0
"0930","Irish Rd","ARL 25049","106201A",,0
"0931","I-75 Grayling","AR 20015","90248A","5522",0
"0932","North Ann Arbor St","ARU 81471","106802A",,0
"0933","Dettman Rd over I-94","BRI 38101","105439A","5517",0
"0934","HSC I-196 BL and M-121 - Auger Holes","DB - HSC",,,0
"0935","HSC - M-24","DB - HSC",,,0
"0936","M-59 from Widetrack to Opdyke","AR1 63043","80915A","5534",0
"0937","I-94 Guardrail","STH 11014","107167A",,0
"0938","HSC I-275/8 Mile","DB - HSC",,,0
"0939","St Clair Ave","ARU 82457","106821A",,0
"0940","I-275","IMG 84917","84893A","5531",0
"0941","I-96 from Wacousta Road to M-43","19022","45639A","5535, 5890",1
"0942","US-24 south of M-153","CM 82053","100807A",,0
"0943","Tyler Rd","PO 07154-122","DB",,0
"0944","Maple Ave, Clio Rd, Hill Rd","STH 25609","104997A",,0
"0945","US-24 at Telegraph","STH 63053","80318A","5597",0
"0947","Various locations, in the Grayling TSC region","STG 84912","102317A",,0
"0948","I-96/I-275","DB - HSC",,,0
"0949","Old US-27 over I-69","STG 19043","49904A","5577",0
"0950","Bagley St and 16th","DTE 202301N",,,0
"0951","I-75 at Burt Rd","NHI 73171","89074A","5596",0
"0952","Old US-23 & M-59","STT 47082","105678A",,0
"0953","Florence Cement",,,,0
"0954","Warren Rd","STU 82457","107486A",,0
"0955","Oakwood Hospital Signs",,,,0
"0956","M-84 and I-75","ARUL 09011","48271A","5599",1
"0957","Allen Rd","STU 82457","106886A",,0
"0958","M-60","STG 38061","105619A","5598",0
"0959","US-24 from 8 Mile to I-696","NH 63031","84908A",,0
"0960","Various - Bay Area","STG 84914","102172A",,0
"0961","Merriman Rd","ARU 82457","106834A",,0
"0962","I-94 from St. Clair Hwy to Allington Road","ARL 77111","80911A","5595",0
"0985a","I-496 and Dunkle Rd","33084","79092A","5425",0
"0963","I-196 from 71st St to 118th Ave","ARRA 03033","102158A",,0
"0964","M-3","AR 50051","45733A",,0
"0965","Saginaw St - Lansing","STE 33043","100539A",,0
"1003","US-41","STG 84911","103255A",,0
"1004","M-52 from Howell Rd to I-96","ST 33092","102688A",,0
"1005","University of Michigan C&W Project","DB",,,0
"1006","Direct Bill I-475 from I-75 to I-69","ARU 25132","44785A","5644",0
"1007","M-106","ST 38051","84026A",,0
"1074","Traffic signal modernization in Berrien, Cass, and Van Buren Counties","STG 84915","103605A",,0
"1075","US-12 to South of I-94","STE 82291","106194A",,1
"1076","M-8 - Auger","DB - HSC",,,0
"1077","Inkster Rd from Ford Rd to Hines Dr","STU 82457","110476A",,0
"1078","US-23 under 8 Mile Rd","MER 81075","111082A",,0
"1079","J Drive over I-69","BHI 13073","106859A","5796",1
"1080","I-696 from Mound Rd to Roseville","BHI 50061","106597A",,1
"1081","M-59 from Opdyke to Crooks","NH 63043","55658A",,1
"1082","I-94 and Main St","CMG 80024","107461A",,1
"1083","I-94 and I-275","DB - HSC",,,0
"1084","East Riverfront",,,,0
"1085","M-59 and Crooks - Design Build","NH 63043","34242A","5895",1
"1086","Auger - Telegraph Rd","DB - HSC",,,0
"1087","M-59 and Dequindre","DB-Motor City",,,0
"1088","US-127 at Page Ave and Grand River","BHN 38111","105893A","5928",1
"1089","I-96 from Telegraph to M-39","HSC - DB","IMG 82122 105822A",,0
"1090","Beaumont Hospital","DB - ASI","PO# 10604",,0
"1103","3 bridges over I-94","BHI 11015","107158A",,1
"1104","M-66 from Grand River to M-21","ST 34032","109051A",,1
"1105","I-96 and Beck","DB-HSC",,,0
"1106","M-19 from 31 Mile Rd to Division Rd","ST 50091","106542A",,1
"1107","M-13 at Worth Rd","STH 06071","100193A",,0
"1008","Rochester Rd and Wattles Rd","STU 63459","104678A",,0
"1009","Wayne St","ARU 63459","104709A",,0
"1010","Dearborn - Public Service Day - Direct Bill","RFQ 102641","0210 DB",,0
"1011","Rawsonville Rd","STH 81609","105068A",,0
"1012","Detroit Metro Airport Parking Garages","PO# 20100132","db",,0
"1013","I-75 North of Crane Rd","NH 09034","87508A","5685",1
"1014","Flint River Trail","ARE 25402","106146A",,1
"1015","Shiawassee National Wildlife Refuge",,,,0
"1016","I-696 from Nieman Rd to I-94","BHI 50062","83143A","5635",1
"1017","ARRA Signs - Ann Arbor","DB",,,0
"1018","Warren Rd and Lilley Rd","ARU 82457","106806A",,0
"1019","WLNS Signs","PO# 000286",,,0
"1020","Van Born Rd","ARU 82457","106838A",,0
"1021","Dexter-Ann Arbor Rd","ARU 81406","107421A",,0
"1022","I-96 from College Rd to Meridian Rd","IM 33084","81736A","5736/5902",1
"1023","Direct Bill HSC - I-275 Auger","DB-HSC",,,0
"1024","Inkster Rd from 9 Mile to 11Mile","ARU 63459","106779A",,0
"1025","9 Mile Rd from Dequindre to Ryan","STU 50458","104722A",,0
"1026","HSC - Benton Harbor","DB",,,0
"1027","M-29 from S River Rd to Bunce Ave","STT 77052","106627A",,0
"1028","I-196 and Diamond Ave","AR 41027","106428A",,0
"1029","7 Mile Rd from John R to I-75","ARU 82400","107105A",,0
"1030","Cooley Lake Rd from Hiller to Cass Elizabeth","ARU 63459","106767A",,0
"1031","Rochester - Directional VIA Signage","20090358",,,0
"1032","Parkdale Rd & Tienken Rd","MCS 63002","102634A",,1
"1033","West Milham Ave","STUL 39405","89644A",,0
"1034","Middlebelt Rd","ARU 82457","106836A",,1
"1035","Joy Rd","ARU 82457","109585A",,0
"1036","Various Locations - Lansing Area","STG 84916","103236A",,0
"1037","I-196 and 44th St","AR 41029","106154A",,0
"1038","Various Routes - Allegan County","STG 84915","103361A","5694",0
"1039","Ray Road","ARU 63459","106772A",,0
"1040","Sylvan Twp - Coliseum Dr","Direct Bill",,,0
"1041","Direct Bill - Wesleyan Woods Campground",,,,0
"1042","9 Mile Rd","ARU 50458","106737A",,0
"1043","Mansfield St","ARU 81406","106805A",,0
"1044","Van Dyke Ave","STE 50458","106956A",,0
"1045","Grand River Ave","ARU 63457","109546A",,0
"1046","Wayne Rd Ramps","ARU 82457","106799A",,0
"1047","I-196","DB - HSC",,,0
"1048","Isabella Rd","EDA 37522","108481A",,0
"1049","Main St, Belleville","STE 82457","105731A",,0
"1050","I-75 Off Ramp to Dearborn St","IM 82194","107338A",,0
"1051","Ballenger Hwy","STU 25402","109298A",,0
"1052","32nd St over US-131","NH 41131","102806A",,0
"1053","US-41/M-28","AR1 52043","84231A",,0
"1054","Clinton River Trail Bridge over US-24","ARE 63052","106024A",,0
"1055","142nd Ave over US-131","HBOA 03112","103954A",,1
"1056","Kipp Rd over US-127","NH 33032","87165A","5869",1
"1057","Secretary of State","PO# 231N0200706",,,0
"1058","M-44","CM 41051","109432A",,0
"1059","Martin Luther King Ave","STU 25402","109287A",,1
"1060","I-696 from Dequindre to Nieman","IMG 50061","105735A","5754",1
"1061","St Joseph County","STG 84915","103392A",,0
"1062","I-96 Brighton - Auger","DB - HSC",,,0
"1063","Telegraph & 10 Mile","DB - J Ranck",,,0
"1064","Lower Huron Metropark","DB - Pro-Line",,,0
"1065","US-10","NHG 84914","105946A","5765",0
"1066","US-31","DB - HSC",,,0
"1067","I-94/I-75","DB - HSC",,,0
"1068","I-94/Rawsonville","DB - HSC",,,0
"1069","I-94/M-39","DB - HSC",,,0
"1070","Old M-78","ST 76021","109532A",,1
"1071","I-96 Rest Area At Grand Ledge","IM 19022","101605A",,0
"1072","5 Mile and Middlebelt","DB - HSC",,,0
"1073","Pontchartrain Ave to Hazelwood - Detroit","SUG 82457","108718A",,0
"1128","US-12BR from Wiard Rd to Holmes Rd","STH 81132","103352A",,0
"1129","DB - Henry Ford Hospital","DB",,,0
"1130","I-96 from M-21 to Cascade Rd","CM 41025","109666A",,1
"1131","Elizabeth St from Annapolis to Michigan Ave","STU 82457","111968A",,0
"1132","M-5 Roundabout",,"RCOC# 50471",,1
"1133","US-127 and McDevitt Rd","NH 38111","83396A",,1
"1134","Lake Ave","STUL 61407","104278A",,1
"1135","M-40 from CR 669 to 72nd Ave","EDA 80111","108014A",,1
"1136","Saginaw St from Main St to Tuscola St","STUL 76482","88363A",,1
"1137","Direct Bill - 4 streets over I-69","BHI 25085","89236A",,1
"1138","Genesee Valley Trail","CMG 25400","111356A",,1
"1139","Signal Upgrades, Genesee County","STH 25609","108807A",,0
"1140","Vernor Hwy","ARU 82400","108658A",,1
"1141","26 Mile Rd from Van Dyke Rd to M-53","EDCF 50544","112831A",,1
"1142","Various Streets,  Lansing","STU 33400","112059A",,1
"1143","Meadowbrook Rd","STU 63459","113092A",,0
"1144","Lansing Rd - DB","DB - HSC",,,0
"1145","M-14 - Direct Bill HSC","DB - HSC",,,0
"1146","Washtenaw County","STH 81609","108862A",,1
"1147","Indy - Mile Markers","T-31021-A",,"5940",1
"1148","I-275 at I-94","IM 82291","100344A",,1
"1149","Nine Mile Rd from Kelly Rd to I-94","STU 50458","104522A",,1
"1108","U of M","PO#",,,0
"1109","I-94/I-69 Port Huron","NH 77111","106466A","5838",1
"1110","I-196 over Coloma Rd","BHI 11111","106108A",,0
"1111","M-71 over I-69","BHI 76023","87169A",,1
"1112","Suburban Showplace","PO#",,,0
"1113","M-39","82192","100301A",,1
"1114","I-69 from Miller Rd to Taylor Rd","IMG 77023","108625A","5864",0
"1115","M-129, M-80, M-48, M-134","STG 84911","105742A",,1
"1116","US-131 from 44th St to 36th St","NH 41131","87156A","5870",1
"1117","I-675 from7th Ave to M-13","HPSL 73101","107496A","5863",1
"1118","Direct Bill Motor City - I-75","DB - MC",,,0
"1119","DB - 23 Mile","DB - HSC",,,0
"1120","Otsego Lake Dr","STUL 69486","109102A",,0
"1121","DB - Metro Airport","DB - HSC",,,0
"1122","I-75 from Linwood to Pinconning","IM 09035","106856A","5865",1
"1123","Veterans Memorial Hwy and I-675","HBOA 73101","79971A",,1
"1124","M-59 from Rochester to Dequindre","ST 63043","106133A",,1
"1125","US-23 Cable Rail","BHN 47013","102694A",,1
"1126","I-96 and Whitneyville Ave","IM 41024","106669A",,1
"1127","Judd Rd at Clark Rd","STL 82457","111203A",,0
"1150","Stephens Rd from Flower St to Gratiot","STU 50458","112828A",,1
"1151","Grand Trunk Railroad Bikepath","STE 70139","110777A",,1
"1152","Blue Water Bridge","MBWB 77111","108187A",,1
"1153","I-196 Berrien and Buren Counties","IMG 80012","109739A",,1
"1154","I-69 @ Vernon Rd","DB",,,0
"1155","M-28 and M-123","HSIP 17061","113084A",,1
"1156","Merriman at 5 Mile and 6 Mile","STH 82609","108864A",,1
"1157","Dequindre Rd from S Blvd to Auburn Rd","STU 65459","113819A",,1
"1158","M-14 from Earhart Rd to County Line","NH 81103","100246A",,1
"1159","DB - I-196 and Fulton","DB HSC",,,0
"1160","South Haven Bike Path","STE 80499","111819A",,1
"1161","DB - I-69 @ Bowman Rd","BHI 44044","108919A",,1
"1162","Rochester Rd in Leonard","STU 83459","113759A",,1
